,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-6224,4.867232,13.696312,2.495697,6.7454524,5
MB-0511,3.4714515,11.415413,5.3335204,6.980817,3
MB-7227,4.2295823,12.691002,5.009353,5.4198456,3
MB-3361,4.2637305,11.612378,4.124631,6.5040216,5
MB-0486,3.4786634,12.412442,5.505391,6.8705215,3
MB-0188,3.9689598,12.237702,3.8338456,6.548036,3
MB-7140,3.1320531,12.731317,5.79678,5.862454,8
MB-4230,5.350136,13.673234,5.1441846,6.084058,7
MB-0366,4.255436,11.295711,5.8249264,6.3761196,8
MB-5369,4.9759054,11.66496,5.316883,6.5993485,8
MB-7073,4.1344714,12.036831,3.2772853,5.635972,5
MB-5481,4.397575,12.80108,4.526396,7.5038486,6
MB-4888,5.3138175,13.428725,1.7313616,6.186808,4
MB-5626,4.918124,11.945015,5.4371657,6.0789647,8
MB-5526,5.847745,13.595451,1.8263371,6.3016286,10
MB-7229,4.1199217,11.413308,5.808598,5.969516,8
MB-3824,3.8538563,12.269384,5.106218,6.738344,2
MB-5130,4.6382337,13.378451,4.7170396,6.7170935,7
MB-2842,5.0334845,12.8056345,1.8010163,6.1851125,9
MB-0100,4.7371516,13.694279,2.2044168,6.280978,10
MB-0904,3.6240299,11.8719635,5.0909,6.966732,3
MB-7083,4.3709774,12.103549,4.324631,7.2965727,9
MB-0584,3.655057,12.495955,5.154144,7.0488954,7
MB-6100,4.2203503,13.24677,3.5854623,5.9943347,5
MB-6163,4.4876986,13.053404,5.8851423,6.123719,8
MB-7241,3.5288055,12.909354,5.285059,6.4199276,7
MB-0222,3.9743779,12.924071,3.909743,7.484457,4
MB-5410,6.0079284,13.255742,6.3517723,5.8341475,8
MB-0281,3.5757756,13.692655,2.9798021,5.8875194,4
MB-0662,4.683224,11.899399,5.248055,7.244646,5
MB-0286,3.677465,13.002079,2.6374376,6.292363,4
MB-0405,3.7055027,12.359715,5.9496293,6.8381987,7
MB-6188,5.210434,13.679119,1.6726378,6.618698,10
MB-6138,4.611393,12.3835125,4.772933,6.637494,3
MB-5238,4.8144712,14.053813,3.2168171,6.2280707,5
MB-3218,5.1386833,13.117862,1.5735048,6.1280704,10
MB-0428,4.5009584,11.8191595,4.8454323,7.387433,9
MB-5648,4.8800597,12.133478,5.2938867,6.073591,8
MB-6287,4.7936535,13.208028,5.7544346,6.2469788,1
MB-2513,3.801194,11.742128,3.2882237,6.006656,5
MB-4869,5.480577,12.758107,6.4296513,5.961055,8
MB-7010,3.7185247,13.270098,5.655062,6.633985,7
MB-5236,5.387919,13.133653,1.4825816,6.24256,10
MB-3417,3.5989573,12.929959,5.749811,6.90362,7
MB-3344,3.7272098,11.052373,4.8661633,6.3374004,3
MB-5632,4.9360304,13.066303,4.9924483,7.308561,9
MB-7028,3.6214497,12.561554,4.859246,6.7015567,1
MB-0418,5.1768847,12.640847,5.591416,7.096406,9
MB-6107,5.2886243,13.232469,4.1697435,6.227039,3
MB-0438,4.2840915,13.401704,2.2485685,7.031601,5
MB-2735,3.7994378,11.6065,4.522538,6.9733047,6
MB-4688,4.675938,11.701889,5.691578,6.793262,5
MB-5493,5.0305405,11.82385,5.9374313,6.128824,2
MB-5563,4.7680144,12.523986,4.994011,5.9199653,3
MB-0476,4.534649,13.938148,1.9561049,6.8594613,4
MB-7012,5.531074,13.42602,1.672409,6.2059245,10
MB-6114,5.6162543,13.318575,4.5068574,6.0926156,5
MB-5113,4.4226685,13.974372,3.4858723,6.290676,1
MB-5365,4.0354557,13.494664,5.6978726,6.586452,7
MB-5035,4.591948,12.637733,4.6211567,6.2672205,3
MB-0371,4.2893505,11.973631,4.443578,7.3258286,5
MB-4827,4.5357985,12.111972,6.257841,6.05887,3
MB-4004,4.327582,12.7458,5.781751,6.1541643,9
MB-5280,4.3973417,12.845152,4.896629,6.8230104,1
MB-5066,4.668935,12.915884,5.964498,6.246891,3
MB-6022,5.079466,12.870258,6.3290668,6.3463287,8
MB-5115,5.6196966,13.44439,1.4874742,6.1300564,10
MB-3545,3.7255883,11.953305,3.4761786,5.6375055,7
MB-0382,4.146546,13.06077,3.999738,6.0259953,3
MB-0303,4.806889,13.197862,1.7269917,6.3978515,10
MB-4887,4.720562,12.976524,3.4371722,6.0382977,4
MB-6169,4.6747475,13.418403,2.655525,6.6829195,4
MB-3386,4.9191017,13.247875,2.749258,6.92969,1
MB-4339,5.9346533,13.009978,6.385023,5.7740855,8
MB-0148,4.6829443,13.386451,2.3718252,6.9093385,5
MB-6226,4.132355,11.37941,5.774073,6.72643,8
MB-5322,4.5440907,12.691739,5.7011957,6.7289057,2
MB-0592,2.7878928,12.693253,6.021833,5.9759355,8
MB-7007,5.30479,13.631493,1.5275526,6.385736,10
MB-0468,4.509399,13.10473,4.8417234,5.766138,1
MB-0101,3.9985673,11.652622,5.6339173,6.648699,8
MB-4945,5.727039,13.604984,2.2660441,6.223834,9
MB-7216,2.8042412,13.124585,6.003257,5.825841,4
MB-6171,4.655295,12.199071,5.2474947,6.0389137,3
MB-7194,3.8724525,13.471953,5.6597357,6.3860936,2
MB-6254,3.268816,12.990331,6.116453,6.0286794,2
MB-5549,4.894377,13.397871,2.7031426,6.8782845,1
MB-4778,3.744937,13.471246,4.278157,6.0131025,4
MB-5535,5.4955187,13.572552,4.0597014,6.1553564,5
MB-6178,5.232522,13.313174,1.6010978,6.096067,10
MB-0164,5.055639,13.338862,1.5438414,6.382791,10
MB-0020,3.985689,13.205034,3.3057113,6.49463,4
MB-4341,5.32286,13.464384,4.4835925,6.189047,5
MB-0391,5.0400095,13.791299,2.5925899,6.7828717,1
MB-2947,3.5149517,11.792224,3.5266027,5.4628034,4
MB-5473,4.6239576,12.251039,5.775305,5.8965483,3
MB-7144,3.8940086,12.135799,4.5995417,5.819181,8
MB-4374,4.5146923,13.670517,5.9976907,6.305079,7
MB-5001,3.8039923,13.158694,5.075494,6.4259753,4
MB-7054,4.603878,12.845637,3.3914337,7.0856185,10
MB-7065,4.3738365,13.800606,4.8267417,7.515208,9
MB-4886,5.1973147,13.407789,3.9194603,6.2873454,5
MB-0373,3.8282602,12.26334,3.9899712,6.949493,5
MB-0368,3.3618822,12.85912,5.0015965,6.9643803,2
MB-4264,6.0002503,13.519562,5.9375014,6.0427337,7
MB-0152,4.050737,13.37545,3.2159479,6.80606,4
MB-5041,5.30245,14.140964,2.1506402,6.9291253,2
MB-5291,4.6563883,13.685751,5.016799,7.5746584,9
MB-7267,5.6027794,13.435649,1.3963742,6.330724,10
MB-7150,4.138662,12.095022,3.852783,5.6181817,3
MB-7263,4.6071005,13.489492,5.0838976,7.4262824,9
MB-6167,3.884051,11.673119,5.919583,6.5077806,8
MB-3866,3.787519,11.616711,3.9736905,6.849406,5
MB-5422,5.2404876,13.276784,5.8718104,5.896072,6
MB-5345,4.4567485,13.871005,3.9888303,5.8854,4
MB-2758,4.6160674,13.125922,2.5422828,6.3592706,4
MB-4322,5.1982503,13.849534,5.6987767,6.555408,7
MB-4666,4.231378,13.648816,5.425159,6.5904064,7
MB-4878,5.3200197,13.212087,4.7969127,6.4288197,5
MB-2718,5.2607255,13.276441,1.4097297,6.35585,10
MB-0356,3.8952541,11.283141,5.226367,6.871185,8
MB-5243,4.386172,13.594108,4.621617,6.212618,1
MB-5577,4.799168,13.930925,2.040344,7.033506,3
MB-3026,3.6311383,11.409805,4.482565,6.4862733,6
MB-7053,3.6219153,12.694094,4.6885867,5.528242,4
MB-7124,3.8138614,13.275965,5.5484977,6.8729415,7
MB-0290,3.8885407,11.129789,5.216263,6.409403,8
MB-6280,5.3218884,13.138122,1.4025325,6.321247,10
MB-4669,5.867926,13.177945,5.902048,5.9805627,6
MB-3014,5.348644,13.031617,1.2582151,6.264196,1
MB-7294,4.1781745,12.202774,4.5510035,7.645635,1
MB-5225,5.6950216,13.674822,1.6049674,6.328776,10
MB-5218,4.333493,12.741854,4.5796976,7.442215,1
MB-0258,4.2341185,13.26662,4.6662235,7.6365004,7
MB-0559,4.2179575,13.626374,4.865554,7.5891566,7
MB-6212,4.305271,13.646645,4.6886992,7.506876,7
MB-7000,4.315782,13.61085,5.4091325,6.1758213,1
MB-4879,4.762842,12.904117,3.5215046,5.949165,5
MB-0321,4.185505,12.092205,5.945746,7.085873,8
MB-5092,4.5921354,12.30403,5.24572,5.6902776,3
MB-3272,3.7280307,11.350452,4.718779,6.2762103,5
MB-7086,4.1916065,12.231636,4.293072,7.52014,9
MB-7225,5.823258,13.697459,1.9880177,6.246809,10
MB-6300,2.6663377,12.916804,6.0775704,5.909899,3
MB-0275,3.4904304,12.955275,2.8307493,6.455586,4
MB-6330,4.9083395,13.976039,2.2200673,6.956564,4
MB-4324,5.9233136,13.19758,6.1035485,5.922567,6
MB-5054,5.0552416,13.684647,2.578657,6.7589617,5
MB-0532,4.0471773,12.301955,4.01164,7.437737,9
MB-0149,5.524902,13.395409,1.6494435,6.1257606,10
MB-2626,4.0071816,11.041415,4.3194733,6.673792,5
MB-0128,4.3592467,13.101406,3.9537928,5.986765,3
MB-0471,3.67911,13.105369,5.4565506,6.2645655,1
MB-5308,4.4577374,14.039783,3.4910831,6.132571,4
MB-5154,4.7767487,13.873759,2.9847608,6.4167967,3
MB-2840,3.6751795,11.80415,3.6302025,5.3999166,3
MB-0638,3.3807282,13.202034,3.6490405,6.230007,4
MB-4362,5.3119726,13.591462,5.6793222,5.843162,4
MB-6053,4.5876007,13.157133,4.9038653,6.3630977,1
MB-0374,3.7905555,11.933178,4.5674744,6.803124,1
MB-2960,3.5708025,11.767173,3.4764543,5.524587,6
MB-0325,4.1554365,12.580014,4.9873443,6.106179,10
MB-5219,3.81717,13.664555,4.414089,6.16426,4
MB-5642,3.887764,13.665101,5.0105157,6.2643886,4
MB-4873,4.7622123,13.174287,5.4988317,6.5501213,8
MB-7260,5.141577,12.27785,5.2442164,7.165824,5
MB-5093,5.31409,12.639365,5.458207,6.876509,1
MB-5505,4.0085683,13.366579,5.673666,6.601336,3
MB-2781,4.292261,11.741365,4.168799,7.1947727,1
MB-7181,4.840483,13.686425,5.217347,7.3635406,1
MB-4745,5.0471306,13.724821,2.6876175,6.6941357,5
MB-5490,4.4131327,11.727483,6.059066,6.3986087,8
MB-0551,3.6775177,13.78474,3.1789784,5.9941516,4
MB-0247,3.7009733,11.918995,3.9023697,7.2290106,4
MB-3058,4.420091,12.663664,2.2309651,6.054619,4
MB-7218,3.4980226,11.633381,5.271042,6.1815405,3
MB-5629,4.9210186,12.1653385,4.5826917,6.1253705,3
MB-4977,4.8297744,11.560699,5.653958,6.4438105,8
MB-2793,3.9527228,11.554144,5.936618,6.5956364,8
MB-3530,3.8623848,11.622694,3.895336,5.582868,8
MB-3355,4.0206056,11.377191,4.013152,6.721413,5
MB-5226,4.8163743,13.524595,5.338497,5.9954324,4
MB-0521,3.6847274,12.068026,3.5591614,6.7520704,3
MB-0454,2.7202063,12.83513,6.0671887,5.9488335,3
MB-4994,4.236317,11.763853,6.031288,6.4147253,8
MB-2993,5.0916767,12.862719,1.7227452,6.1609616,10
MB-4303,6.053418,13.659052,5.6206317,5.8673654,4
MB-4935,5.7786617,13.403424,4.8019156,6.1115575,5
MB-0401,4.9100456,13.038257,1.8266678,6.2872915,10
MB-6113,4.1406016,13.247162,3.5892916,6.045586,5
MB-0343,3.3909335,13.337742,4.6687894,6.8517046,6
MB-6328,4.5049877,13.014175,5.382953,7.2154775,2
MB-3016,3.7106464,11.099959,4.8517475,6.2949533,2
MB-6246,5.3463893,13.569734,4.9999604,6.3453193,5
MB-6200,4.544121,13.10542,4.4627237,6.873328,9
MB-4870,4.9634895,12.854237,4.8418875,5.671041,3
MB-5302,5.4520574,13.318678,4.636249,5.6923327,3
MB-0379,3.9925308,13.371567,4.5016155,6.9725723,7
MB-5368,5.3018417,13.751697,5.709445,6.059507,4
MB-2966,3.7213342,11.0707245,4.290707,5.8303957,8
MB-7026,3.5778382,11.311357,4.520104,6.563817,3
MB-6322,4.0858264,12.373176,4.1775317,6.574818,4
MB-0358,3.7116058,12.826477,3.8030024,7.3536115,9
MB-4282,4.5972967,13.651279,4.6875286,6.09971,9
MB-5334,5.3411465,12.775412,5.572813,6.909195,9
MB-0120,4.590197,12.741533,4.558765,7.600609,9
MB-4729,4.7631273,11.865567,5.7960544,6.360217,5
MB-5109,3.9729733,13.770204,4.8769293,7.0131226,4
MB-4900,4.0298233,13.422951,4.5343738,6.938102,6
MB-5197,4.9802203,11.871157,4.9501324,6.7926707,9
MB-3165,4.064928,12.246051,5.031894,5.8965006,1
MB-5388,4.8995337,13.272136,5.231078,7.447483,7
MB-0494,4.3749013,13.355519,2.1486247,6.7995954,4
MB-0644,3.698419,13.222175,2.3889952,6.434072,4
MB-7019,3.4548805,11.431569,4.5472817,6.628091,3
MB-7243,4.447619,11.843437,6.1075225,6.342542,8
MB-2721,4.4909,13.448804,5.3971796,5.990094,7
MB-0162,3.4262836,13.005934,4.8131723,6.9422746,7
MB-5407,5.0446796,11.91448,6.0922236,6.17084,8
MB-5467,4.151235,13.989358,3.8504517,6.058936,7
MB-7031,5.5757594,12.907388,1.5590239,6.4707966,10
MB-0643,4.8186526,13.345651,2.5413613,6.9337163,5
MB-6077,5.9146953,13.526227,5.906205,5.912644,7
MB-4882,5.2105594,12.973056,5.386675,5.7741885,3
MB-4752,3.980115,13.558484,4.9477806,6.37539,6
MB-7153,4.03622,11.3096695,5.7573414,6.123263,8
MB-7278,4.061516,12.815446,5.018704,5.3439064,3
MB-0492,3.2282112,11.820659,5.917314,6.4911313,8
MB-2922,4.077554,11.832141,3.6433728,5.74378,1
MB-0157,4.8573036,13.367779,1.9267488,6.5203204,4
MB-5360,5.1656632,12.404431,6.281377,6.1157136,8
MB-3614,4.133828,12.347275,4.0969415,6.628049,1
MB-7152,4.5544286,12.059585,4.500546,7.523208,9
MB-6312,5.533108,12.967201,5.251805,6.596736,9
MB-0342,3.3106463,12.911032,3.923931,6.2472086,3
MB-5073,3.7568865,13.917799,3.4509394,6.0250177,4
MB-4146,6.2644825,13.826864,5.7740827,5.8982344,4
MB-5014,4.0884066,12.568589,6.0925817,6.790009,6
MB-6147,3.6696742,13.30598,2.813666,6.1303334,4
MB-0202,3.5742881,13.068258,4.283442,7.007306,4
MB-7279,5.5186844,12.972943,5.636995,6.6709466,9
MB-0163,4.7675858,13.131787,1.8947285,6.2657075,10
MB-5140,5.0298147,13.760985,5.3743753,6.212013,1
MB-6047,4.7767224,13.522724,4.047693,7.0861535,9
MB-5266,5.200648,13.04571,5.1704736,7.158192,1
MB-0158,4.577414,13.400289,2.920129,6.7936788,10
MB-3556,4.8966327,13.237718,2.854187,6.922458,1
MB-4986,5.087271,12.627779,5.312576,7.171051,9
MB-5588,4.985964,14.173612,1.9286733,6.9978337,4
MB-4991,4.7136564,11.672905,5.0189247,7.2544827,6
MB-6024,5.4816456,12.7862625,5.9101505,5.691255,8
MB-5098,4.7895203,13.469271,5.0549097,7.4394593,9
MB-3329,4.0153785,11.002199,4.6899953,6.538941,5
MB-0388,5.3185487,13.142666,4.270615,6.139855,1
MB-5018,4.0658836,11.101521,4.837172,6.1677337,8
MB-3301,3.9337337,11.122915,4.5358624,6.641238,8
MB-4416,6.152478,13.771141,5.6139245,5.838958,4
MB-6105,4.698146,13.496486,4.053515,6.941163,7
MB-7107,4.2135677,11.557643,5.8428655,5.940746,8
MB-4623,4.7542453,13.25921,5.031694,5.797981,3
MB-2753,5.3098664,12.738817,2.025564,6.3996096,10
MB-6284,4.2631807,13.522295,4.7183585,7.503748,9
MB-5378,5.476287,13.318524,1.7692349,6.1611924,10
MB-4732,5.7406983,13.626195,1.8347903,6.2668195,10
MB-0133,4.476707,12.019197,5.9344993,6.4983063,8
MB-4381,6.351626,13.503662,6.5014114,5.7341294,7
MB-3005,3.8321407,11.124213,4.472726,6.0744405,8
MB-0301,3.4988225,12.912996,4.673213,7.2952995,7
MB-3435,4.2522483,11.338317,4.02192,6.3691554,5
MB-5458,4.6774106,13.518514,3.5617359,6.3951035,5
MB-0122,3.9228833,11.196784,5.353427,6.4565234,8
MB-2774,3.98796,11.070237,4.2781887,6.638451,7
MB-5079,4.440611,12.95098,6.0855274,6.3351035,8
MB-0526,3.3388808,11.6109495,5.449224,7.0213623,2
MB-0541,3.9915075,12.695952,4.449381,7.738505,9
MB-5272,5.2309995,14.010619,2.1331592,6.8101926,4
MB-4691,5.861377,13.477273,6.0655665,6.2501106,7
MB-6029,4.8829827,13.818021,5.28481,7.333077,7
MB-4767,4.851061,12.84615,4.87206,7.3868427,9
MB-0467,4.0028715,11.463976,4.981408,7.251243,5
MB-0282,3.5719798,13.613374,3.0735068,5.975213,4
MB-4735,4.7353034,12.262897,6.078949,6.3384576,8
MB-0269,3.8770256,13.304486,1.5814177,6.6263566,4
MB-0144,3.6759615,11.413552,5.5192046,6.7389894,8
MB-0440,3.3848548,12.81031,4.8398147,7.1195593,1
MB-4250,4.3293085,13.652155,4.4824977,6.1051497,3
MB-0497,3.651854,13.189313,4.194301,7.238036,4
MB-7157,4.68186,11.68785,6.116147,6.14464,8
MB-0472,3.444606,12.676486,5.492757,6.854059,7
MB-5377,4.3038454,12.40074,5.977562,6.39056,8
MB-0045,4.5539346,13.755654,1.9128317,6.7338448,4
MB-4725,4.792307,11.824037,4.8105793,7.144743,5
MB-0564,4.268275,13.32007,2.9270468,6.5306163,4
MB-0543,3.4550636,11.539283,5.117293,6.972305,1
MB-7138,3.6953402,11.60742,5.8387794,6.347163,8
MB-0489,4.7874923,14.150391,1.9373267,6.9677753,4
MB-0228,3.6341994,13.660622,3.2205958,5.854745,4
MB-5527,5.0085034,14.221469,1.8921309,7.026159,4
MB-5491,5.104661,12.035549,6.1608777,6.4024873,8
MB-3266,4.0342307,11.43462,4.271876,6.884719,1
MB-7189,3.7862737,12.95277,5.2285542,5.6479535,1
MB-0626,4.103447,11.576052,4.3967676,7.257808,1
MB-0488,3.613209,13.594029,2.9206438,5.9571295,4
MB-5426,5.071699,13.66277,2.6921892,6.259977,10
MB-6358,4.9031253,13.227299,3.9717512,6.6526537,5
MB-0491,3.6516728,12.772708,3.8804195,7.293564,4
MB-5305,4.9498005,11.751852,6.1954656,6.1357427,8
MB-4222,6.325462,13.486457,6.524586,5.7336063,8
MB-2769,3.2902453,12.206904,4.620124,6.4764066,7
MB-0585,3.6518922,13.096365,4.7273593,6.8682957,6
MB-6213,3.6433215,13.092398,5.631684,6.876737,7
MB-4782,3.8527143,13.940307,3.3643866,5.907574,4
MB-0260,3.6864517,11.87556,4.1037507,6.6598115,3
MB-0232,4.05047,11.261468,5.6218786,6.3433394,8
MB-0463,3.3790572,12.723638,4.653533,7.069931,4
MB-5532,4.692973,13.796739,5.2841754,7.2560225,7
MB-0474,3.4245062,12.69159,4.5113416,7.0491333,9
MB-6149,5.0311885,13.88883,5.4812098,7.1985135,7
MB-0022,4.0610085,7.6049814,5.7708282,8.549552,3
MB-0093,4.070765,7.596239,5.781726,8.55942,3
MB-4798,5.9408793,13.284,6.2997336,5.8982444,3
MB-4681,4.5286813,13.223711,5.691391,5.7828593,3
MB-3277,5.474135,13.155895,1.40633,6.308023,1
MB-4706,4.7588916,13.326766,4.670648,5.8826056,3
MB-5004,6.1519585,13.691372,5.9738903,5.8969707,4
MB-4289,6.193905,13.374673,6.4856267,5.7427354,2
MB-6021,5.201792,12.965518,5.6092963,5.6194625,3
MB-6164,4.453314,12.200905,4.262537,6.51543,3
MB-0666,4.3437753,12.370493,3.8324754,6.5447097,9
MB-7027,4.61932,12.931001,2.600825,6.8646836,5
MB-7113,3.7942371,11.798759,4.8668175,6.162021,7
MB-5296,4.7640653,13.899379,3.111819,6.294903,5
MB-5147,4.779173,11.858867,4.972983,6.449248,5
MB-7001,3.6070886,11.198653,5.2607093,6.3406973,5
MB-7237,4.6883993,13.112884,4.6072245,5.8907695,9
MB-6314,4.3364077,11.654849,5.1226354,6.751888,1
MB-0292,5.2215095,13.086113,4.008177,6.376455,9
MB-0138,4.1897035,13.134734,4.943616,6.213789,3
MB-0598,4.2536216,11.380685,4.6975727,7.1610518,3
MB-2843,3.6312351,11.5819845,3.4376655,5.4770575,2
MB-7036,4.6891937,13.20458,1.5812865,6.644574,10
MB-7020,3.9328573,11.373304,4.3550463,7.187559,5
MB-0288,3.561673,13.0580015,4.151683,7.2469206,1
MB-7170,4.185661,12.36307,4.2286797,5.4296494,4
MB-3452,3.6808918,11.941897,3.2850366,5.715062,2
MB-0234,3.863744,11.267733,5.4026465,6.8227205,8
MB-2984,4.247962,11.118679,4.4086666,6.740365,9
MB-5654,4.1265974,11.613807,5.8448515,6.425235,8
MB-0582,3.7461176,11.244935,5.3840685,6.664358,10
MB-5215,4.401669,13.132015,6.0530934,6.2786,8
MB-3167,5.5755014,12.741506,6.4284215,5.934078,8
MB-4599,5.9696903,13.11869,6.425143,5.805144,8
MB-0333,4.106866,13.30571,1.6937504,6.659207,10
MB-7234,4.302682,13.110349,5.8848844,5.9656153,6
MB-5651,5.4011135,13.179298,3.6637702,6.0340824,3
MB-4602,4.7829633,13.645414,5.2035317,6.8230076,1
MB-4855,3.909871,13.394686,5.451426,6.820375,7
MB-5335,5.6793933,13.375478,1.6660389,6.225328,10
MB-5474,4.951141,13.98117,2.3564398,6.5782585,5
MB-3050,4.410965,13.771106,4.7898026,6.1744337,2
MB-5554,3.7272747,13.359854,4.9406347,6.90976,2
MB-5349,3.1003735,13.09478,5.927874,5.874238,4
MB-2977,3.3717885,11.819837,4.089158,6.1215663,7
MB-5325,5.60048,13.628376,1.8159075,6.423625,10
MB-4952,5.0884147,13.76663,2.5341148,6.760676,4
MB-4933,5.227182,13.179905,3.922427,6.330703,4
MB-5195,5.2698236,12.841058,4.539759,6.7202277,5
MB-4213,2.9654682,13.163869,5.99318,5.8606343,4
MB-0876,3.8579051,13.353556,1.7964426,6.5542064,4
MB-3007,4.2322593,13.042414,4.6301093,5.8060126,2
MB-0614,4.2260485,12.664064,4.0248733,7.6280537,6
MB-3123,4.4993896,11.656586,3.9258869,6.645031,9
MB-5477,3.9886,12.392204,5.898655,6.5330634,3
MB-0599,3.536265,13.39393,2.961966,6.032196,4
MB-4621,5.5301757,13.03951,2.3649254,6.2956767,10
MB-2857,4.9387712,13.563741,1.6576619,6.693362,10
MB-0278,5.639352,12.793477,1.6857904,6.415552,10
MB-5043,5.2636366,12.147673,5.7280455,6.060907,8
MB-5601,4.5249405,11.813204,5.0832033,6.1380816,3
MB-5232,5.281746,13.786756,2.2605476,6.305745,10
MB-0617,3.5522707,13.1466055,2.647709,6.156925,4
MB-6253,3.890032,11.601557,5.8954635,6.5216165,8
MB-6055,5.1387854,13.72021,1.6635683,6.57331,10
MB-2614,3.484929,11.616686,3.6439729,5.700739,7
MB-0481,5.4599867,12.784797,1.7123677,6.403664,10
MB-2863,3.5561807,11.9396,3.6820157,5.461127,4
MB-5223,4.0091143,12.9423685,2.7467015,6.6173983,4
MB-5455,5.9526987,13.672202,5.6531253,5.870539,4
MB-7048,4.596604,13.221128,5.043821,5.587576,1
MB-4965,3.8942275,13.082826,5.471346,6.208693,4
MB-5540,4.743224,12.160309,4.545183,7.389073,1
MB-4343,6.2248063,13.74034,5.927398,5.8581557,4
MB-5019,5.2936487,12.890688,4.7467446,6.0420938,5
MB-3492,4.0852146,11.789492,3.8894608,5.6383777,1
MB-4098,6.166816,13.547455,6.475186,5.734239,7
MB-4140,6.10041,13.233231,6.352309,5.7387586,8
MB-7198,4.0809045,12.367494,4.3597484,5.9300265,6
MB-7056,3.98148,12.478267,5.0621567,6.312242,3
MB-4733,5.2692876,13.782831,2.1771767,6.5906777,4
MB-6228,4.833029,13.693213,2.0944293,6.7590823,4
MB-4353,5.5375385,12.713018,6.150914,5.8091807,8
MB-0306,3.6431048,12.392426,4.0548234,6.6432757,3
MB-4660,6.066973,13.660585,5.5448494,6.0033345,9
MB-3122,4.576113,11.75711,4.5682797,6.906632,9
MB-5101,4.511456,12.844117,4.9240513,7.0493956,6
MB-0478,3.5367777,13.482261,2.960566,6.1383057,3
MB-5107,4.7785535,13.2457,5.262544,7.144431,1
MB-4350,6.3503456,13.597529,6.1334753,5.738111,5
MB-7040,3.1317794,12.510992,4.478697,6.0765233,4
MB-0423,3.3301463,12.081213,3.935794,6.7474537,3
MB-5313,5.199684,14.083948,2.1967442,6.8520446,1
MB-4941,5.1328387,13.061165,5.4468403,5.813986,4
MB-3033,3.565694,11.249723,4.8195114,6.283766,3
MB-5176,4.552724,12.575187,3.4973388,6.9670377,4
MB-5442,5.750742,13.102691,4.163956,5.9302554,10
MB-6059,4.217902,13.2384,4.0543056,7.100665,7
MB-3121,3.7151911,11.808243,4.1336527,6.390099,3
MB-0394,3.2522082,12.838242,4.727451,7.147443,2
MB-5441,5.693127,13.29198,5.5123515,5.7574034,4
MB-6118,5.396056,12.893067,4.60943,6.298458,3
MB-6297,4.5515943,11.824648,5.225514,7.197096,8
MB-4993,4.8885336,13.609188,3.5009794,6.499365,4
MB-4005,4.640051,12.980729,3.9294043,6.1931553,3
MB-0316,5.3413653,13.685038,1.6824565,6.5095325,10
MB-2779,4.0723577,11.776383,4.4892893,6.757425,10
MB-7043,3.98029,12.711977,3.0547323,6.685077,4
MB-0608,5.1833506,13.537213,1.5006578,6.554091,10
MB-5636,5.3581967,12.473689,5.5523405,6.9713964,9
MB-5179,4.813845,13.027952,6.0812206,6.278827,3
MB-0205,3.2354424,12.954579,3.7510219,6.2546253,3
MB-4046,6.259398,13.426091,6.5378475,5.7184677,8
MB-3110,5.0465975,12.669443,5.297751,5.745896,3
MB-3388,4.14657,11.092328,4.455714,6.650688,8
MB-0109,3.9213512,12.908083,4.5213203,7.635168,9
MB-0372,5.4791117,13.02791,1.6803052,6.436419,10
MB-2744,3.5537772,13.389148,3.222142,5.9599996,4
MB-7051,4.0274296,13.150215,4.875796,5.6465836,6
MB-5403,4.2836294,11.674096,6.0909343,6.291292,8
MB-0400,4.6723166,12.959438,1.7507102,6.6993456,10
MB-5279,4.6378727,11.643589,6.0618176,6.1566644,8
MB-4718,4.395991,13.3329115,4.1883855,5.58985,4
MB-7009,5.065783,12.597396,1.9193043,6.199424,10
MB-5020,4.9661384,12.2178335,6.1852684,6.3363914,8
MB-0262,3.9839406,12.503157,3.1787071,6.838655,7
MB-5514,2.8326647,13.159777,6.000324,5.7978077,4
MB-5401,4.8165336,13.854559,5.2310596,7.3702254,7
MB-5454,4.9314666,13.139272,4.2458806,5.9576707,10
MB-0600,3.9965668,13.415859,4.515767,7.657569,6
MB-0150,4.72485,13.36426,1.7582563,6.744338,4
MB-0660,3.4251845,12.530373,4.096703,7.1625123,10
MB-0496,3.5058222,13.300288,3.757946,6.0985107,3
MB-5158,3.9027855,13.589271,4.95257,7.242288,7
MB-4313,6.357995,13.501391,6.512471,5.712711,4
MB-7046,4.0953345,12.643019,5.096964,6.5118785,6
MB-2854,3.6677933,11.857374,3.5622406,5.451151,7
MB-2517,3.6859488,11.498236,3.5001833,5.50033,5
MB-4741,5.0931034,12.218981,6.1906233,6.2297344,8
MB-0402,3.5838838,13.25875,2.7999303,6.19749,4
MB-4739,4.137881,12.083833,5.331151,6.633014,3
MB-6334,5.4547544,12.920062,5.51772,6.806883,9
MB-0906,5.1187673,13.944853,2.5038793,6.6833634,4
MB-2983,4.0432463,11.199582,4.3778806,6.451357,5
MB-0377,3.8818235,13.124753,3.530278,6.0016913,4
MB-6116,4.79545,13.258165,3.9449492,7.010334,5
MB-3360,4.1061225,11.491948,4.3180733,6.5730877,5
MB-3211,5.3451715,13.082739,1.2962474,6.338841,10
MB-7032,3.8841827,13.0002985,5.516555,6.2122912,3
MB-0460,3.6081655,13.373967,2.439025,6.355798,4
